"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"124","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100755","Sample-Routine","Water","Surface Water",2021-07-14,"07:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",1.7,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-07-14 14:50:00,NA
"125","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100841","Sample-Routine","Water","Surface Water",2021-08-23,"13:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,49,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 20:20:00,NA
"126","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100841","Sample-Routine","Water","Surface Water",2021-08-23,"13:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",1.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 20:20:00,NA
"127","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100841","Sample-Routine","Water","Surface Water",2021-08-23,"13:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-29,NA,"Lower Reporting Limit",1,"mg/l",2021-09-06,"NWIS",2021-08-23 20:20:00,NA
"128","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100841","Sample-Routine","Water","Surface Water",2021-08-23,"13:20:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.27,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-08-23 20:20:00,NA
"129","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100586","Sample-Routine","Water","Surface Water",2021-05-12,"10:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Concentration (SSC)","Suspended",7,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-30,NA,"Lower Reporting Limit",1,"mg/l",2021-05-21,"NWIS",2021-05-12 17:00:00,NA
"130","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100586","Sample-Routine","Water","Surface Water",2021-05-12,"10:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Suspended Sediment Discharge","Suspended",43,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-05-12 17:00:00,NA
"131","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100584","Sample-Routine","Water","Surface Water",2021-05-13,"07:45:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Stream flow, instantaneous",NA,860,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-05-13 14:45:00,NA
"132","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100584","Sample-Routine","Water","Surface Water",2021-05-13,"07:45:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96-A1 Bag Sampler",NA,"Turbidity","Total",3.2,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-05-13 14:45:00,NA
"133","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200041","Sample-Routine","Water","Surface Water",2021-10-18,"14:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,171,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 21:50:00,NA
"134","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200041","Sample-Routine","Water","Surface Water",2021-10-18,"14:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",0.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 21:50:00,NA
"135","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200041","Sample-Routine","Water","Surface Water",2021-10-18,"14:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Concentration (SSC)","Suspended",1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-23,NA,"Lower Reporting Limit",1,"mg/l",2021-10-29,"NWIS",2021-10-18 21:50:00,NA
"136","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200041","Sample-Routine","Water","Surface Water",2021-10-18,"14:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Discharge","Suspended",0.46,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 21:50:00,NA
"137","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200042","Sample-Routine","Water","Surface Water",2021-10-19,"13:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,170,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-19 20:00:00,NA
"138","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200042","Sample-Routine","Water","Surface Water",2021-10-19,"13:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-19 20:00:00,NA
"139","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200042","Sample-Routine","Water","Surface Water",2021-10-19,"13:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-23,NA,"Lower Reporting Limit",1,"mg/l",2021-10-29,"NWIS",2021-10-19 20:00:00,NA
"140","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200042","Sample-Routine","Water","Surface Water",2021-10-19,"13:00:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.46,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-10-19 20:00:00,NA
"141","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100495","Sample-Routine","Water","Surface Water",2021-04-22,"09:16:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Concentration (SSC)","Suspended",8,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-11-01,NA,"Lower Reporting Limit",1,"mg/l",2021-04-29,"NWIS",2021-04-22 16:16:00,NA
"142","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100495","Sample-Routine","Water","Surface Water",2021-04-22,"09:16:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Discharge","Suspended",39,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-04-22 16:16:00,NA
"143","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100494","Sample-Routine","Water","Surface Water",2021-04-21,"16:04:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,1400,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-21 23:04:00,NA
"144","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100494","Sample-Routine","Water","Surface Water",2021-04-21,"16:04:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",4.7,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-04-21 23:04:00,NA
"145","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100494","Sample-Routine","Water","Surface Water",2021-04-21,"16:04:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Concentration (SSC)","Suspended",8,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-11-01,NA,"Lower Reporting Limit",1,"mg/l",2021-04-29,"NWIS",2021-04-21 23:04:00,NA
"146","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100494","Sample-Routine","Water","Surface Water",2021-04-21,"16:04:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Discharge","Suspended",30,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-04-21 23:04:00,NA
"147","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100754","Sample-Routine","Water","Surface Water",2021-07-12,"14:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,335,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-12 21:40:00,NA
"148","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100754","Sample-Routine","Water","Surface Water",2021-07-12,"14:40:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-07-12 21:40:00,NA
"149","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200040","Sample-Routine","Water","Surface Water",2021-10-18,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,38,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 19:50:00,NA
"150","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200040","Sample-Routine","Water","Surface Water",2021-10-18,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",1,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 19:50:00,NA
"151","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200040","Sample-Routine","Water","Surface Water",2021-10-18,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-03-31,NA,"Lower Reporting Limit",1,"mg/l",2021-10-29,"NWIS",2021-10-18 19:50:00,NA
"152","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200040","Sample-Routine","Water","Surface Water",2021-10-18,"12:50:00","PDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.21,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2021-10-18 19:50:00,NA
"153","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100196","Sample-Routine","Water","Surface Water",2020-12-09,"11:42:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,66,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-09 19:42:00,NA
"154","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100196","Sample-Routine","Water","Surface Water",2020-12-09,"11:42:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",1.1,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-09 19:42:00,NA
"155","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100196","Sample-Routine","Water","Surface Water",2020-12-09,"11:42:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",6,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-03,NA,"Lower Reporting Limit",1,"mg/l",2021-01-13,"NWIS",2020-12-09 19:42:00,NA
"156","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100196","Sample-Routine","Water","Surface Water",2020-12-09,"11:42:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",1.1,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2020-12-09 19:42:00,NA
"157","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100198","Sample-Routine","Water","Surface Water",2020-12-10,"10:36:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,280,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"Q-EST","USGS","Discharge, estimated",NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 18:36:00,NA
"158","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100198","Sample-Routine","Water","Surface Water",2020-12-10,"10:36:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0.9,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 18:36:00,NA
